roll_no,department,program,subject,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,debarred
UG/02/MCA/2022/041,cse,MCA,web-d,100.0,97.83,95.25,97.31,93.07,92.76,96.66,91.43,89.35,91.95,90.0,95.61,0
UG/02/MCA/2022/041,cse,MCA,dsa,95.38,95.98,100.0,92.18,88.97,100.0,99.55,89.54,95.69,90.24,100.0,95.1,0
UG/02/MCA/2022/042,cse,MCA,c,83.68,83.44,71.1,82.32,76.21,84.18,72.91,64.76,80.99,74.41,66.07,73.17,1
UG/02/MCA/2022/042,cse,MCA,math,52.88,78.36,75.92,71.83,69.23,85.79,81.63,77.18,60.22,66.81,85.95,79.48,1
UG/02/MCA/2022/042,cse,MCA,web-d,66.99,89.43,82.56,78.76,78.46,66.31,73.6,60.71,77.24,71.59,66.15,74.9,1
UG/02/MCA/2022/042,cse,MCA,dsa,69.23,87.41,62.53,77.5,77.93,74.73,81.54,79.48,65.46,69.49,69.16,66.74,1
UG/02/MCA/2022/043,cse,MCA,c,79.11,75.2,80.63,74.43,80.17,82.92,68.46,74.08,74.78,79.6,76.12,75.85,0
UG/02/MCA/2022/043,cse,MCA,math,62.68,64.08,78.72,69.68,80.79,73.08,85.26,66.31,70.6,65.32,68.27,88.07,0
UG/02/MCA/2022/043,cse,MCA,web-d,68.52,73.29,84.82,62.77,78.22,69.69,67.11,72.02,76.94,80.85,75.99,66.17,0
UG/02/MCA/2022/043,cse,MCA,dsa,83.28,77.1,63.81,63.08,87.12,76.28,74.18,89.46,77.72,79.72,74.29,85.03,0
UG/02/MCA/2022/044,cse,MCA,c,66.93,65.32,89.67,62.48,81.41,81.54,74.97,80.81,87.94,88.16,68.78,62.3,0
UG/02/MCA/2022/044,cse,MCA,math,74.57,77.59,59.37,92.28,74.33,67.86,65.3,71.28,72.97,88.36,77.99,79.42,0
UG/02/MCA/2022/044,cse,MCA,web-d,66.55,71.06,76.46,77.86,72.3,78.93,72.19,78.84,81.43,80.61,65.06,81.36,0
UG/02/MCA/2022/044,cse,MCA,dsa,76.25,83.09,69.61,68.9,67.36,88.89,72.31,76.1,66.88,70.34,82.28,65.52,0
UG/02/MCA/2022/045,cse,MCA,c,87.05,100.0,95.94,89.79,91.15,92.35,85.94,97.45,91.22,100.0,87.65,82.25,0
UG/02/MCA/2022/045,cse,MCA,math,87.1,96.16,85.06,100.0,95.24,98.38,89.31,94.46,97.63,92.42,100.0,90.79,0
UG/02/MCA/2022/045,cse,MCA,web-d,86.14,89.89,95.81,96.42,91.26,95.2,86.39,97.16,91.37,90.76,80.58,100.0,0
UG/02/MCA/2022/045,cse,MCA,dsa,83.77,93.05,90.46,96.15,91.31,88.96,100.0,95.99,100.0,88.99,100.0,90.61,0
UG/02/MCA/2022/046,cse,MCA,c,67.11,83.01,59.41,71.64,65.02,85.91,81.36,78.1,82.85,83.51,62.57,70.32,1
UG/02/MCA/2022/046,cse,MCA,math,71.34,87.44,67.93,85.84,63.06,68.75,67.65,54.28,70.7,67.34,76.88,87.69,1
UG/02/MCA/2022/046,cse,MCA,web-d,84.18,61.28,64.05,68.4,79.11,67.64,80.06,64.7,78.67,84.22,82.2,82.07,1
UG/02/MCA/2022/046,cse,MCA,dsa,67.78,79.98,71.51,82.7,73.65,79.1,75.07,79.91,72.55,85.81,86.25,73.52,1
UG/02/MCA/2022/047,cse,MCA,c,86.48,73.53,74.62,93.54,69.78,75.58,85.47,68.55,73.44,67.89,61.27,69.64,0
UG/02/MCA/2022/047,cse,MCA,math,88.8,79.12,60.86,80.5,66.89,81.0,79.2,71.91,81.24,80.9,69.63,71.14,0
UG/02/MCA/2022/047,cse,MCA,web-d,84.59,78.36,85.81,73.11,71.16,77.99,66.43,67.86,87.56,70.94,77.03,72.34,0
UG/02/MCA/2022/047,cse,MCA,dsa,88.37,63.86,70.83,84.41,83.42,82.74,74.59,83.68,86.43,63.81,59.73,71.02,0
UG/02/MCA/2022/048,cse,MCA,c,81.81,100.0,87.14,100.0,89.36,91.36,100.0,92.13,83.33,86.38,93.71,91.87,0
UG/02/MCA/2022/048,cse,MCA,math,95.09,82.96,85.36,78.75,85.69,83.09,95.94,93.92,100.0,87.12,87.06,95.53,0
UG/02/MCA/2022/048,cse,MCA,web-d,88.32,93.2,94.25,88.73,99.09,91.17,94.32,89.45,94.72,91.97,94.97,87.49,0
UG/02/MCA/2022/048,cse,MCA,dsa,97.22,89.82,92.44,95.59,97.43,94.14,88.0,85.3,100.0,93.67,85.07,100.0,0
UG/02/MCA/2022/049,cse,MCA,c,71.53,79.35,67.61,75.68,73.32,78.86,71.56,85.16,66.06,85.17,75.05,86.62,1
UG/02/MCA/2022/049,cse,MCA,math,67.38,84.53,77.6,70.83,68.12,77.34,66.04,73.46,79.46,80.98,71.81,73.98,1
UG/02/MCA/2022/049,cse,MCA,web-d,73.09,63.9,71.8,71.44,71.77,63.49,72.46,84.27,75.39,67.24,70.05,81.18,1
UG/02/MCA/2022/049,cse,MCA,dsa,74.09,79.0,70.27,85.49,67.93,87.67,70.12,76.15,73.43,83.75,69.71,82.69,1
UG/02/MCA/2022/050,cse,MCA,c,98.44,96.24,90.7,100.0,90.61,95.89,99.68,91.16,85.24,95.9,92.86,93.82,0
UG/02/MCA/2022/050,cse,MCA,math,91.73,84.94,90.8,94.08,89.89,100.0,96.33,98.02,100.0,96.96,94.62,84.71,0
UG/02/MCA/2022/050,cse,MCA,web-d,92.79,96.0,100.0,92.0,81.95,86.21,88.58,97.77,83.81,83.12,100.0,98.79,0
UG/02/MCA/2022/050,cse,MCA,dsa,94.39,95.64,93.61,93.57,87.61,87.68,92.05,100.0,100.0,97.23,81.35,98.42,0
UG/02/MCA/2022/051,cse,MCA,c,70.21,69.5,81.62,64.95,88.32,82.98,63.75,63.12,77.78,67.52,73.12,76.64,0
UG/02/MCA/2022/051,cse,MCA,math,85.3,86.24,74.64,90.06,80.16,96.39,75.58,76.54,76.75,67.48,68.94,71.39,0
UG/02/MCA/2022/051,cse,MCA,web-d,80.82,74.95,87.56,87.08,58.57,61.73,79.33,73.61,84.38,73.37,58.58,89.0,0
UG/02/MCA/2022/051,cse,MCA,dsa,73.51,80.42,59.72,71.26,83.74,75.51,74.83,75.78,90.82,77.6,77.03,88.05,0
UG/02/MCA/2022/052,cse,MCA,c,92.48,82.79,92.54,97.85,100.0,88.77,87.85,86.23,100.0,86.12,96.11,91.99,0
UG/02/MCA/2022/052,cse,MCA,math,88.7,85.12,92.76,83.86,96.12,96.92,95.05,96.98,97.07,79.08,96.99,84.19,0
UG/02/MCA/2022/052,cse,MCA,web-d,96.53,80.32,96.22,93.21,85.94,93.2,86.92,85.03,92.16,81.61,97.28,99.96,0
UG/02/MCA/2022/052,cse,MCA,dsa,100.0,90.44,100.0,98.32,91.78,92.15,100.0,98.65,91.37,91.69,82.0,95.37,0
UG/02/MCA/2022/053,cse,MCA,c,46.49,62.76,43.3,52.05,65.35,42.93,60.66,41.73,53.16,57.94,57.73,44.49,1
UG/02/MCA/2022/053,cse,MCA,math,52.94,46.81,50.32,56.9,53.7,42.33,55.89,52.01,63.87,50.17,59.8,58.09,1
UG/02/MCA/2022/053,cse,MCA,web-d,53.72,55.41,58.47,62.88,60.57,64.16,62.27,43.59,56.02,62.77,46.95,58.01,1
UG/02/MCA/2022/053,cse,MCA,dsa,50.8,41.77,46.35,54.77,53.0,46.82,54.53,54.59,41.1,39.9,41.26,60.51,1
UG/02/MCA/2022/054,cse,MCA,c,52.27,53.74,58.28,48.63,56.12,58.8,39.54,42.72,40.25,43.09,42.95,42.34,1
UG/02/MCA/2022/054,cse,MCA,math,59.81,36.34,62.73,59.71,40.18,59.84,70.06,46.19,58.62,62.87,55.36,47.99,1
UG/02/MCA/2022/054,cse,MCA,web-d,67.6,42.61,47.84,42.88,53.74,37.58,57.22,68.31,55.84,55.71,47.85,61.23,1
UG/02/MCA/2022/054,cse,MCA,dsa,54.61,49.1,62.5,54.53,57.84,53.31,65.2,51.34,51.22,41.24,48.35,65.46,1
UG/02/MCA/2022/055,cse,MCA,c,78.67,81.3,73.12,84.79,75.54,67.43,65.15,85.19,73.24,87.96,64.31,86.21,0
UG/02/MCA/2022/055,cse,MCA,math,72.18,82.77,84.12,60.77,76.42,78.76,66.96,74.12,68.67,77.94,65.49,72.37,0
UG/02/MCA/2022/055,cse,MCA,web-d,67.07,66.51,90.78,70.55,77.57,68.85,72.01,63.79,71.52,91.65,70.3,87.77,0
UG/02/MCA/2022/055,cse,MCA,dsa,76.77,79.2,73.17,72.44,79.69,70.99,82.77,79.91,85.11,76.59,66.51,81.46,0
UG/02/MCA/2022/056,cse,MCA,c,72.8,69.51,63.08,82.11,83.98,55.85,60.48,74.92,78.22,82.07,70.61,75.78,1
UG/02/MCA/2022/056,cse,MCA,math,72.3,68.78,81.47,78.73,67.22,83.56,75.77,75.15,81.08,62.73,63.58,67.77,1
UG/02/MCA/2022/056,cse,MCA,web-d,68.22,81.71,67.99,70.07,74.77,85.99,74.66,84.42,81.13,69.73,77.04,73.31,1
UG/02/MCA/2022/056,cse,MCA,dsa,62.93,77.1,87.13,74.7,65.11,70.78,63.27,86.27,77.32,73.34,71.82,71.53,1
UG/02/MCA/2022/057,cse,MCA,c,50.99,49.88,49.33,44.98,61.92,48.59,69.99,55.1,50.92,57.34,44.97,64.98,1
UG/02/MCA/2022/057,cse,MCA,math,48.14,38.95,65.32,49.14,61.26,63.63,53.44,64.16,50.52,44.0,43.37,58.9,1
UG/02/MCA/2022/057,cse,MCA,web-d,55.59,47.82,35.86,40.23,63.9,38.86,57.79,50.29,57.71,51.81,40.46,44.91,1
UG/02/MCA/2022/057,cse,MCA,dsa,45.53,58.27,61.7,65.53,58.68,43.21,59.54,63.65,42.37,68.55,58.52,43.58,1
UG/02/MCA/2022/058,cse,MCA,c,97.41,81.5,100.0,91.27,86.7,100.0,85.24,86.22,91.55,86.93,91.01,100.0,0
UG/02/MCA/2022/058,cse,MCA,math,92.23,85.28,84.84,85.31,90.07,100.0,91.07,99.47,84.41,100.0,86.74,89.76,0
UG/02/MCA/2022/058,cse,MCA,web-d,93.08,98.48,85.67,93.33,95.3,100.0,88.59,80.33,91.38,94.09,83.29,86.2,0
UG/02/MCA/2022/058,cse,MCA,dsa,93.5,100.0,100.0,88.15,96.92,90.22,100.0,81.1,95.11,91.52,95.86,86.97,0
UG/02/MCA/2022/059,cse,MCA,c,94.34,85.74,80.67,100.0,86.14,92.28,98.54,94.4,93.29,90.02,88.36,79.86,0
UG/02/MCA/2022/059,cse,MCA,math,81.81,74.49,89.58,85.33,100.0,90.72,89.85,96.49,85.11,98.53,80.06,82.58,0
UG/02/MCA/2022/059,cse,MCA,web-d,92.33,100.0,96.93,79.0,90.9,100.0,97.55,88.93,98.34,90.63,95.0,91.43,0
UG/02/MCA/2022/059,cse,MCA,dsa,99.23,86.77,100.0,94.74,94.21,90.1,100.0,95.69,100.0,92.95,92.94,91.69,0
UG/02/MCA/2022/060,cse,MCA,c,96.74,99.0,96.07,90.5,91.84,82.38,81.36,97.72,85.67,100.0,87.79,84.67,0
UG/02/MCA/2022/060,cse,MCA,math,82.27,98.51,86.91,95.48,95.8,89.89,90.07,99.94,93.78,91.18,94.29,97.11,0
UG/02/MCA/2022/060,cse,MCA,web-d,93.71,87.46,100.0,100.0,95.89,100.0,96.61,92.06,85.84,99.81,94.54,100.0,0
UG/02/MCA/2022/060,cse,MCA,dsa,89.06,88.06,96.24,100.0,98.39,97.41,73.51,97.51,92.51,83.74,99.61,100.0,0
UG/02/MCA/2022/061,cse,MCA,c,84.91,83.07,72.24,74.65,85.9,78.39,79.13,81.49,91.62,81.19,75.02,82.03,0
UG/02/MCA/2022/061,cse,MCA,math,85.21,61.86,81.4,71.72,84.28,86.71,79.14,57.88,72.26,81.35,83.44,83.67,0
UG/02/MCA/2022/061,cse,MCA,web-d,64.78,83.89,76.31,79.24,70.93,71.7,61.72,63.43,77.25,82.29,62.3,65.97,0
UG/02/MCA/2022/061,cse,MCA,dsa,67.52,76.74,75.15,72.68,82.24,78.54,79.21,71.67,68.8,84.01,77.7,84.85,0
UG/02/MCA/2022/062,cse,MCA,c,100.0,92.27,100.0,82.07,91.44,89.86,95.92,90.46,100.0,87.62,90.06,95.76,0
UG/02/MCA/2022/062,cse,MCA,math,80.37,95.07,99.89,87.59,98.0,98.16,91.19,91.9,95.36,94.59,100.0,93.35,0
UG/02/MCA/2022/062,cse,MCA,web-d,89.44,97.03,93.14,88.02,83.13,96.17,96.24,84.69,80.74,100.0,89.87,99.31,0
UG/02/MCA/2022/062,cse,MCA,dsa,97.18,86.62,87.54,86.11,97.77,100.0,99.96,92.02,84.94,100.0,91.74,95.98,0
UG/02/MCA/2022/063,cse,MCA,c,99.23,89.25,90.22,82.86,100.0,100.0,88.42,85.84,93.49,91.41,100.0,100.0,0
UG/02/MCA/2022/063,cse,MCA,math,100.0,100.0,95.1,99.64,92.59,97.83,93.91,99.47,91.14,91.44,100.0,79.74,0
UG/02/MCA/2022/063,cse,MCA,web-d,92.45,90.9,87.66,86.03,95.03,99.49,89.91,96.8,86.09,81.9,95.18,89.77,0
UG/02/MCA/2022/063,cse,MCA,dsa,89.12,100.0,86.62,84.38,94.34,100.0,89.84,95.71,98.23,90.03,77.68,97.22,0
UG/02/MCA/2022/064,cse,MCA,c,76.1,64.94,73.3,81.26,69.22,77.73,79.9,78.96,79.93,81.67,71.27,65.24,1
UG/02/MCA/2022/064,cse,MCA,math,63.8,75.2,67.52,82.57,74.33,75.78,61.46,72.41,76.89,87.05,67.57,86.15,1
UG/02/MCA/2022/064,cse,MCA,web-d,66.06,71.59,75.23,67.62,79.5,77.62,79.73,71.29,78.32,69.35,66.21,69.39,1
UG/02/MCA/2022/064,cse,MCA,dsa,93.11,69.82,66.17,75.85,86.16,64.56,69.18,71.67,77.03,61.45,78.5,74.61,1
UG/02/MCA/2022/065,cse,MCA,c,63.81,85.25,74.37,60.67,68.37,76.62,64.04,68.28,70.59,70.41,80.41,70.9,1
UG/02/MCA/2022/065,cse,MCA,math,84.64,72.77,67.89,90.07,65.38,75.69,77.23,90.36,70.76,67.17,79.95,68.44,1
UG/02/MCA/2022/065,cse,MCA,web-d,69.39,87.29,80.45,71.08,58.02,64.0,66.8,67.04,79.37,75.87,91.4,74.26,1
UG/02/MCA/2022/065,cse,MCA,dsa,61.08,63.15,72.09,72.41,80.25,88.1,70.64,83.04,68.9,76.6,94.3,72.72,1
UG/02/MCA/2022/066,cse,MCA,c,74.22,74.97,85.58,62.71,83.94,73.2,64.43,69.55,74.4,83.48,65.96,65.8,1
UG/02/MCA/2022/066,cse,MCA,math,67.18,70.44,76.1,77.01,69.25,81.22,70.41,78.56,82.06,81.76,70.14,75.81,1
UG/02/MCA/2022/066,cse,MCA,web-d,77.94,85.88,76.99,63.54,77.16,62.99,76.69,73.87,82.62,67.42,78.11,87.03,1
UG/02/MCA/2022/066,cse,MCA,dsa,69.28,65.7,76.39,79.53,64.94,80.26,85.47,81.76,73.14,69.57,84.97,70.61,1
UG/02/MCA/2022/067,cse,MCA,c,79.8,60.23,60.62,85.11,72.8,71.89,57.87,73.47,78.88,76.3,72.6,82.14,1
UG/02/MCA/2022/067,cse,MCA,math,63.3,80.72,58.92,68.44,89.59,67.51,69.49,75.78,57.26,84.69,65.7,89.6,1
UG/02/MCA/2022/067,cse,MCA,web-d,58.44,71.12,70.96,56.84,65.54,80.96,66.47,72.97,70.0,92.78,89.41,67.08,1
UG/02/MCA/2022/067,cse,MCA,dsa,80.69,78.27,84.99,70.59,76.21,74.22,65.47,75.75,89.97,61.06,82.41,87.64,1
UG/02/MCA/2022/068,cse,MCA,c,88.78,70.01,71.75,76.79,61.88,70.7,64.61,94.12,63.12,77.39,66.14,79.5,0
UG/02/MCA/2022/068,cse,MCA,math,78.31,76.64,81.73,60.03,83.04,79.32,65.0,75.07,66.66,73.63,70.21,75.02,0
UG/02/MCA/2022/068,cse,MCA,web-d,79.36,81.82,68.76,72.01,71.83,80.64,72.97,83.78,79.08,81.29,70.1,83.15,0
UG/02/MCA/2022/068,cse,MCA,dsa,71.52,79.39,79.18,81.83,82.74,65.35,78.49,72.27,74.21,70.82,66.82,83.24,0
UG/02/MCA/2022/069,cse,MCA,c,95.3,97.95,100.0,88.5,97.67,97.75,90.96,88.11,93.12,86.62,90.28,86.32,0
UG/02/MCA/2022/069,cse,MCA,math,93.51,92.78,88.21,90.88,90.67,85.27,98.71,96.3,95.84,90.89,89.09,100.0,0
UG/02/MCA/2022/069,cse,MCA,web-d,92.34,89.34,90.51,86.45,93.95,99.39,89.69,88.56,98.76,99.32,92.74,98.75,0
UG/02/MCA/2022/069,cse,MCA,dsa,81.03,100.0,78.27,84.59,98.87,100.0,72.1,96.32,97.18,100.0,82.36,95.28,0
UG/02/MCA/2022/070,cse,MCA,c,65.64,81.88,77.5,86.68,80.09,65.32,71.98,78.73,75.01,72.23,61.28,72.14,0
UG/02/MCA/2022/070,cse,MCA,math,76.46,86.47,73.56,79.91,77.77,69.68,88.62,64.59,73.08,72.56,72.89,72.8,0
UG/02/MCA/2022/070,cse,MCA,web-d,72.58,85.81,83.79,74.12,79.07,73.5,74.85,74.13,65.46,89.01,85.61,71.26,0
UG/02/MCA/2022/070,cse,MCA,dsa,87.05,78.31,73.78,66.99,78.73,72.41,83.16,81.67,60.1,86.65,80.75,73.13,0
UG/02/MCA/2022/071,cse,MCA,c,68.19,76.88,84.05,81.19,71.76,60.09,82.53,67.73,79.51,81.31,77.63,83.85,0
UG/02/MCA/2022/071,cse,MCA,math,79.71,79.66,76.28,72.56,80.95,77.01,82.55,61.81,81.55,71.49,60.74,73.85,0
UG/02/MCA/2022/071,cse,MCA,web-d,82.95,89.47,71.76,79.12,80.5,79.76,79.39,64.68,75.12,69.13,71.53,69.86,0
UG/02/MCA/2022/071,cse,MCA,dsa,80.15,77.79,71.78,74.52,60.89,91.49,65.03,75.74,74.21,75.92,65.27,81.7,0
UG/02/MCA/2022/072,cse,MCA,c,55.93,46.99,39.72,52.17,61.82,59.39,47.57,46.64,37.74,68.0,55.85,54.5,1
UG/02/MCA/2022/072,cse,MCA,math,62.87,47.88,57.32,55.19,54.5,45.94,40.33,52.61,48.43,52.78,47.05,54.16,1
UG/02/MCA/2022/072,cse,MCA,web-d,44.69,55.66,59.95,42.88,60.6,63.52,60.8,48.03,61.84,43.07,49.99,64.96,1
UG/02/MCA/2022/072,cse,MCA,dsa,58.58,68.92,45.56,49.25,59.76,44.42,68.15,63.3,43.39,49.0,56.75,39.59,1
UG/02/MCA/2022/073,cse,MCA,c,71.05,70.27,74.12,74.18,69.0,61.71,76.57,63.38,73.44,75.09,74.57,73.97,1
UG/02/MCA/2022/073,cse,MCA,math,81.84,72.8,55.54,89.13,62.04,85.61,70.62,85.3,68.69,76.7,73.04,75.83,1
UG/02/MCA/2022/073,cse,MCA,web-d,88.12,78.16,84.41,73.52,65.22,69.73,68.16,81.56,61.89,62.22,62.79,75.57,1
UG/02/MCA/2022/073,cse,MCA,dsa,73.66,80.81,59.53,81.45,80.75,66.54,71.97,74.52,86.42,81.21,57.26,81.61,1
UG/02/MCA/2022/074,cse,MCA,c,96.03,91.64,91.59,87.16,92.26,88.05,78.99,96.61,98.88,98.65,88.62,100.0,0
UG/02/MCA/2022/074,cse,MCA,math,88.53,99.26,81.9,83.07,100.0,94.86,100.0,92.36,92.21,100.0,88.92,92.47,0
UG/02/MCA/2022/074,cse,MCA,web-d,80.7,96.54,100.0,100.0,89.1,86.46,87.38,84.44,100.0,94.96,100.0,93.3,0
UG/02/MCA/2022/074,cse,MCA,dsa,88.39,95.85,90.11,90.17,89.1,92.97,94.97,96.73,90.28,95.93,83.2,80.68,0
UG/02/MCA/2022/075,cse,MCA,c,65.44,69.84,91.34,75.28,66.26,71.61,78.62,70.01,64.62,70.41,66.25,71.15,1
UG/02/MCA/2022/075,cse,MCA,math,86.16,72.15,77.43,71.45,72.16,67.25,76.41,80.63,80.73,71.28,78.51,79.73,1
UG/02/MCA/2022/075,cse,MCA,web-d,85.13,76.77,85.41,76.1,70.07,70.91,73.01,76.02,71.09,82.48,78.82,69.66,1
UG/02/MCA/2022/075,cse,MCA,dsa,83.64,81.42,78.58,84.76,70.34,70.78,68.23,74.74,71.99,76.2,66.42,65.51,1
UG/02/MCA/2022/076,cse,MCA,c,60.92,46.7,49.26,60.57,35.38,53.0,56.04,58.34,54.03,38.37,54.88,56.79,1
UG/02/MCA/2022/076,cse,MCA,math,59.89,45.57,40.15,66.14,60.79,55.7,63.36,42.54,50.76,58.24,48.71,53.01,1
UG/02/MCA/2022/076,cse,MCA,web-d,59.47,64.65,59.43,70.23,57.3,58.07,46.5,59.86,48.48,61.64,59.84,46.43,1
UG/02/MCA/2022/076,cse,MCA,dsa,70.18,40.53,63.14,53.29,55.91,56.2,57.45,58.58,46.16,43.58,38.27,58.99,1
UG/02/MCA/2022/077,cse,MCA,c,65.02,79.33,62.06,66.69,66.85,77.59,90.45,73.64,77.93,82.5,69.46,74.67,0
UG/02/MCA/2022/077,cse,MCA,math,74.8,81.78,83.92,76.32,82.35,70.31,66.63,77.37,69.97,79.88,72.13,79.33,0
UG/02/MCA/2022/077,cse,MCA,web-d,79.54,74.62,76.6,73.19,74.4,75.54,79.72,84.09,68.86,82.96,64.09,76.92,0
UG/02/MCA/2022/077,cse,MCA,dsa,76.04,82.5,65.22,90.68,78.97,71.8,93.42,72.75,70.75,59.67,82.1,76.79,0
UG/02/MCA/2022/078,cse,MCA,c,77.36,78.19,69.18,83.29,84.06,74.98,65.7,78.63,80.96,78.23,71.16,67.99,0
UG/02/MCA/2022/078,cse,MCA,math,83.51,69.05,80.93,74.67,76.44,72.62,86.23,74.12,70.38,71.89,61.57,79.27,0
UG/02/MCA/2022/078,cse,MCA,web-d,67.31,73.71,88.22,63.82,84.55,64.93,87.56,73.85,82.87,74.22,67.18,74.47,0
UG/02/MCA/2022/078,cse,MCA,dsa,73.26,63.63,85.65,76.64,68.44,76.49,82.09,78.52,71.13,82.05,83.19,88.5,0
UG/02/MCA/2022/079,cse,MCA,c,71.85,74.81,83.22,80.8,85.72,62.27,64.9,63.02,85.16,81.96,51.98,66.58,1
UG/02/MCA/2022/079,cse,MCA,math,70.43,78.86,86.06,79.08,83.56,72.15,58.14,68.48,76.06,70.97,81.28,77.9,1
UG/02/MCA/2022/079,cse,MCA,web-d,68.93,71.98,82.66,85.49,83.02,65.63,74.35,84.81,65.23,69.0,82.33,56.2,1
UG/02/MCA/2022/079,cse,MCA,dsa,79.97,64.37,65.47,91.54,80.87,68.16,75.81,73.45,81.41,84.43,70.82,83.54,1
UG/02/MCA/2022/080,cse,MCA,c,81.94,75.02,82.24,86.66,68.53,75.55,84.39,74.17,73.67,75.89,67.44,68.38,1
UG/02/MCA/2022/080,cse,MCA,math,82.91,71.63,56.45,87.92,73.3,79.31,57.96,66.63,55.54,70.09,79.48,82.16,1
UG/02/MCA/2022/080,cse,MCA,web-d,75.14,62.4,75.42,81.87,71.95,67.87,89.73,82.96,81.44,82.42,76.4,78.81,1
UG/02/MCA/2022/080,cse,MCA,dsa,76.34,76.12,61.64,66.21,65.93,92.91,76.95,67.38,73.05,71.97,73.58,82.08,1
UG/02/MCA/2022/081,cse,MCA,c,85.2,92.96,49.79,67.14,71.29,78.82,62.62,75.57,85.74,68.44,58.12,74.79,0
UG/02/MCA/2022/081,cse,MCA,math,80.0,70.54,81.6,79.94,75.52,77.02,81.73,66.08,78.92,85.45,68.6,71.44,0
UG/02/MCA/2022/081,cse,MCA,web-d,85.76,78.26,74.93,85.85,88.82,91.98,72.32,74.83,64.35,66.36,79.67,83.05,0
UG/02/MCA/2022/081,cse,MCA,dsa,72.78,71.15,77.77,80.03,76.71,73.21,80.34,67.18,81.95,76.86,62.82,70.05,0
UG/02/MCA/2022/082,cse,MCA,c,95.68,89.62,98.36,100.0,93.22,87.45,77.76,100.0,90.66,96.92,100.0,100.0,0
UG/02/MCA/2022/082,cse,MCA,math,83.32,98.46,88.55,88.65,83.18,75.2,93.45,91.01,100.0,85.48,93.65,90.82,0
UG/02/MCA/2022/082,cse,MCA,web-d,95.84,93.24,80.28,81.15,88.79,83.37,100.0,87.74,89.7,100.0,95.84,80.5,0
UG/02/MCA/2022/082,cse,MCA,dsa,83.65,97.94,100.0,92.43,96.95,95.89,89.55,99.16,97.51,87.8,89.54,100.0,0
UG/02/MCA/2022/083,cse,MCA,c,74.46,73.51,73.94,84.41,66.42,61.04,67.84,68.59,70.4,84.33,79.41,84.47,1
UG/02/MCA/2022/083,cse,MCA,math,63.69,63.05,77.73,68.18,84.15,69.69,88.84,82.71,67.21,76.03,80.75,63.84,1
UG/02/MCA/2022/083,cse,MCA,web-d,79.06,80.33,87.9,84.04,72.02,79.9,62.99,72.01,68.66,70.25,91.78,67.46,1
UG/02/MCA/2022/083,cse,MCA,dsa,74.77,80.84,83.01,70.72,69.82,74.01,86.46,75.7,60.52,64.34,81.29,82.4,1
UG/02/MCA/2022/084,cse,MCA,c,100.0,91.67,86.54,97.22,86.06,86.21,91.29,100.0,100.0,91.14,88.29,98.24,0
UG/02/MCA/2022/084,cse,MCA,math,98.76,92.33,89.12,90.37,95.12,92.94,89.13,88.69,89.43,96.22,95.64,92.88,0
UG/02/MCA/2022/084,cse,MCA,web-d,84.06,98.27,78.17,98.68,95.85,96.34,80.45,82.94,87.47,93.22,99.95,92.94,0
UG/02/MCA/2022/084,cse,MCA,dsa,81.59,89.91,100.0,88.42,97.59,97.71,93.35,100.0,96.75,97.23,90.26,98.57,0
UG/02/MCA/2022/085,cse,MCA,c,76.47,64.69,68.46,70.79,81.5,82.76,86.47,78.87,81.42,82.04,86.73,80.53,0
UG/02/MCA/2022/085,cse,MCA,math,67.28,63.65,76.45,80.67,75.6,80.0,67.12,80.21,60.03,89.79,74.09,66.13,0
UG/02/MCA/2022/085,cse,MCA,web-d,77.73,75.27,77.21,75.41,83.9,79.64,68.63,77.93,63.07,74.05,68.2,68.09,0
UG/02/MCA/2022/085,cse,MCA,dsa,88.17,88.75,70.91,81.55,76.05,73.19,81.4,62.93,90.94,66.65,90.56,76.06,0
UG/02/MCA/2022/086,cse,MCA,c,74.11,88.07,80.09,59.82,78.93,83.85,75.26,78.04,58.75,65.39,65.31,91.63,0
UG/02/MCA/2022/086,cse,MCA,math,83.1,66.48,81.64,73.97,87.92,69.92,62.88,84.72,67.64,72.86,66.13,86.66,0
UG/02/MCA/2022/086,cse,MCA,web-d,69.81,81.72,72.01,74.1,63.36,55.39,73.64,80.55,62.79,79.6,70.4,72.29,0
UG/02/MCA/2022/086,cse,MCA,dsa,81.7,98.24,79.21,72.96,65.23,75.75,81.52,92.85,61.03,91.68,67.18,78.63,0
UG/02/MCA/2022/087,cse,MCA,c,87.2,100.0,100.0,94.36,79.48,85.34,93.86,90.89,84.33,100.0,94.11,88.31,0
UG/02/MCA/2022/087,cse,MCA,math,100.0,92.15,91.76,87.81,95.93,90.54,92.9,93.39,99.48,83.96,91.99,100.0,0
UG/02/MCA/2022/087,cse,MCA,web-d,100.0,100.0,94.53,98.34,91.01,100.0,97.43,81.28,88.55,99.93,98.24,98.91,0
UG/02/MCA/2022/087,cse,MCA,dsa,100.0,82.66,98.35,100.0,91.7,89.81,79.8,95.73,95.95,85.02,92.52,88.26,0
UG/02/MCA/2022/088,cse,MCA,c,92.77,89.74,91.09,88.89,90.72,87.44,93.64,98.35,89.58,86.74,83.51,91.18,0
UG/02/MCA/2022/088,cse,MCA,math,94.94,90.03,95.44,86.96,95.21,100.0,100.0,86.86,93.73,95.55,100.0,91.14,0
